file,type,line,frame
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/test.format-send-data.js,Assertion Roulette,"{'column': 4, 'line': 128}","  126 |     const tgbot = new TelegramBot('token', { filepath: false });
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 1017}","  1015 |       const address = '430 Topsail Rd,St. John\'s, NL A1E 4N1, Canada';
  1016 |       return bot.sendVenue(USERID, lat, long, title, address).then(resp => {
> 1017 |         assert.ok(is.object(resp));
       |        ^ Assertion Roulette
  1018 |         assert.ok(is.object(resp.venue));
  1019 |         assert.ok(is.object(resp.venue.location));
  1020 |         assert.ok(is.number(resp.venue.location.latitude));"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 1018}","  1016 |       return bot.sendVenue(USERID, lat, long, title, address).then(resp => {
  1017 |         assert.ok(is.object(resp));
> 1018 |         assert.ok(is.object(resp.venue));
       |        ^ Assertion Roulette
  1019 |         assert.ok(is.object(resp.venue.location));
  1020 |         assert.ok(is.number(resp.venue.location.latitude));
  1021 |         assert.ok(is.number(resp.venue.location.longitude));"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 1019}","  1017 |         assert.ok(is.object(resp));
  1018 |         assert.ok(is.object(resp.venue));
> 1019 |         assert.ok(is.object(resp.venue.location));
       |        ^ Assertion Roulette
  1020 |         assert.ok(is.number(resp.venue.location.latitude));
  1021 |         assert.ok(is.number(resp.venue.location.longitude));
  1022 |         assert.ok(is.string(resp.venue.title));"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 1020}","  1018 |         assert.ok(is.object(resp.venue));
  1019 |         assert.ok(is.object(resp.venue.location));
> 1020 |         assert.ok(is.number(resp.venue.location.latitude));
       |        ^ Assertion Roulette
  1021 |         assert.ok(is.number(resp.venue.location.longitude));
  1022 |         assert.ok(is.string(resp.venue.title));
  1023 |         assert.ok(is.string(resp.venue.address));"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 1021}","  1019 |         assert.ok(is.object(resp.venue.location));
  1020 |         assert.ok(is.number(resp.venue.location.latitude));
> 1021 |         assert.ok(is.number(resp.venue.location.longitude));
       |        ^ Assertion Roulette
  1022 |         assert.ok(is.string(resp.venue.title));
  1023 |         assert.ok(is.string(resp.venue.address));
  1024 |       });"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 1022}","  1020 |         assert.ok(is.number(resp.venue.location.latitude));
  1021 |         assert.ok(is.number(resp.venue.location.longitude));
> 1022 |         assert.ok(is.string(resp.venue.title));
       |        ^ Assertion Roulette
  1023 |         assert.ok(is.string(resp.venue.address));
  1024 |       });
  1025 |     });"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 1023}","  1021 |         assert.ok(is.number(resp.venue.location.longitude));
  1022 |         assert.ok(is.string(resp.venue.title));
> 1023 |         assert.ok(is.string(resp.venue.address));
       |        ^ Assertion Roulette
  1024 |       });
  1025 |     });
  1026 |   });"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 1043}","  1041 |       const firstName = 'John Doe';
  1042 |       return bot.sendContact(USERID, phoneNumber, firstName).then(resp => {
> 1043 |         assert.ok(is.object(resp));
       |        ^ Assertion Roulette
  1044 |         assert.ok(is.object(resp.contact));
  1045 |         assert.ok(is.string(resp.contact.phone_number));
  1046 |         assert.ok(is.string(resp.contact.first_name));"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 1044}","  1042 |       return bot.sendContact(USERID, phoneNumber, firstName).then(resp => {
  1043 |         assert.ok(is.object(resp));
> 1044 |         assert.ok(is.object(resp.contact));
       |        ^ Assertion Roulette
  1045 |         assert.ok(is.string(resp.contact.phone_number));
  1046 |         assert.ok(is.string(resp.contact.first_name));
  1047 |       });"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 1045}","  1043 |         assert.ok(is.object(resp));
  1044 |         assert.ok(is.object(resp.contact));
> 1045 |         assert.ok(is.string(resp.contact.phone_number));
       |        ^ Assertion Roulette
  1046 |         assert.ok(is.string(resp.contact.first_name));
  1047 |       });
  1048 |     });"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 1046}","  1044 |         assert.ok(is.object(resp.contact));
  1045 |         assert.ok(is.string(resp.contact.phone_number));
> 1046 |         assert.ok(is.string(resp.contact.first_name));
       |        ^ Assertion Roulette
  1047 |       });
  1048 |     });
  1049 |   });"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 1110}","  1108 |     it('should get user profile photos', function test() {
  1109 |       return bot.getUserProfilePhotos(USERID, opts).then(resp => {
> 1110 |         assert.ok(is.object(resp));
       |        ^ Assertion Roulette
  1111 |         assert.ok(is.number(resp.total_count));
  1112 |         assert.ok(is.array(resp.photos));
  1113 |       });"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 1111}","  1109 |       return bot.getUserProfilePhotos(USERID, opts).then(resp => {
  1110 |         assert.ok(is.object(resp));
> 1111 |         assert.ok(is.number(resp.total_count));
       |        ^ Assertion Roulette
  1112 |         assert.ok(is.array(resp.photos));
  1113 |       });
  1114 |     });"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 1112}","  1110 |         assert.ok(is.object(resp));
  1111 |         assert.ok(is.number(resp.total_count));
> 1112 |         assert.ok(is.array(resp.photos));
       |        ^ Assertion Roulette
  1113 |       });
  1114 |     });
  1115 |     it('(v0.25.0 and lower) should get user profile photos', function test() {"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 1117}","  1115 |     it('(v0.25.0 and lower) should get user profile photos', function test() {
  1116 |       return bot.getUserProfilePhotos(USERID, opts.offset, opts.limit).then(resp => {
> 1117 |         assert.ok(is.object(resp));
       |        ^ Assertion Roulette
  1118 |         assert.ok(is.number(resp.total_count));
  1119 |         assert.ok(is.array(resp.photos));
  1120 |       });"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 1118}","  1116 |       return bot.getUserProfilePhotos(USERID, opts.offset, opts.limit).then(resp => {
  1117 |         assert.ok(is.object(resp));
> 1118 |         assert.ok(is.number(resp.total_count));
       |        ^ Assertion Roulette
  1119 |         assert.ok(is.array(resp.photos));
  1120 |       });
  1121 |     });"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 1119}","  1117 |         assert.ok(is.object(resp));
  1118 |         assert.ok(is.number(resp.total_count));
> 1119 |         assert.ok(is.array(resp.photos));
       |        ^ Assertion Roulette
  1120 |       });
  1121 |     });
  1122 |   });"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 10, 'line': 1132}","  1130 |       return bot.getFile(FILE_ID)
  1131 |         .then(resp => {
> 1132 |           assert.ok(is.object(resp));
       |          ^ Assertion Roulette
  1133 |           assert.ok(is.string(resp.file_path));
  1134 |         });
  1135 |     });"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 10, 'line': 1133}","  1131 |         .then(resp => {
  1132 |           assert.ok(is.object(resp));
> 1133 |           assert.ok(is.string(resp.file_path));
       |          ^ Assertion Roulette
  1134 |         });
  1135 |     });
  1136 |   });"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 1363}","  1361 |     it('should return a ChatMember', function test() {
  1362 |       return bot.getChatMember(GROUPID, USERID).then(resp => {
> 1363 |         assert.ok(is.object(resp));
       |        ^ Assertion Roulette
  1364 |         assert.ok(is.object(resp.user));
  1365 |         assert.ok(is.string(resp.status));
  1366 |       });"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 1364}","  1362 |       return bot.getChatMember(GROUPID, USERID).then(resp => {
  1363 |         assert.ok(is.object(resp));
> 1364 |         assert.ok(is.object(resp.user));
       |        ^ Assertion Roulette
  1365 |         assert.ok(is.string(resp.status));
  1366 |       });
  1367 |     });"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 1365}","  1363 |         assert.ok(is.object(resp));
  1364 |         assert.ok(is.object(resp.user));
> 1365 |         assert.ok(is.string(resp.status));
       |        ^ Assertion Roulette
  1366 |       });
  1367 |     });
  1368 |   });"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 1574}","  1572 |     it('should edit a message sent by the bot', function test() {
  1573 |       return bot.sendMessage(USERID, 'test').then(resp => {
> 1574 |         assert.strictEqual(resp.text, 'test');
       |        ^ Assertion Roulette
  1575 |         const opts = {
  1576 |           chat_id: USERID,
  1577 |           message_id: resp.message_id"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 10, 'line': 1580}","  1578 |         };
  1579 |         return bot.editMessageText('edit test', opts).then(msg => {
> 1580 |           assert.strictEqual(msg.text, 'edit test');
       |          ^ Assertion Roulette
  1581 |         });
  1582 |       });
  1583 |     });"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 1596}","  1594 |       const options = { caption: 'test caption' };
  1595 |       return bot.sendPhoto(USERID, photo, options).then(resp => {
> 1596 |         assert.strictEqual(resp.caption, 'test caption');
       |        ^ Assertion Roulette
  1597 |         const opts = {
  1598 |           chat_id: USERID,
  1599 |           message_id: resp.message_id"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 10, 'line': 1602}","  1600 |         };
  1601 |         return bot.editMessageCaption('new test caption', opts).then(msg => {
> 1602 |           assert.strictEqual(msg.caption, 'new test caption');
       |          ^ Assertion Roulette
  1603 |         });
  1604 |       });
  1605 |     });"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 1623}","  1621 |     it('should edit a media message', function nextTest() {
  1622 |       return bot.editMessageMedia({ type: 'photo', media: photoId, caption: 'edited' }, { chat_id: USERID, message_id: messageID }).then(editedResp => {
> 1623 |         assert.ok(is.object(editedResp));
       |        ^ Assertion Roulette
  1624 |         assert.ok(is.string(editedResp.caption));
  1625 |       });
  1626 |     });"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 1624}","  1622 |       return bot.editMessageMedia({ type: 'photo', media: photoId, caption: 'edited' }, { chat_id: USERID, message_id: messageID }).then(editedResp => {
  1623 |         assert.ok(is.object(editedResp));
> 1624 |         assert.ok(is.string(editedResp.caption));
       |        ^ Assertion Roulette
  1625 |       });
  1626 |     });
  1627 |   });"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 1695}","  1693 |       const sticker = `${__dirname}/data/sticker.webp`;
  1694 |       return bot.sendSticker(USERID, sticker).then(resp => {
> 1695 |         assert.ok(is.object(resp));
       |        ^ Assertion Roulette
  1696 |         assert.ok(is.object(resp.sticker));
  1697 |         stickerId = resp.sticker.file_id;
  1698 |       });"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 1696}","  1694 |       return bot.sendSticker(USERID, sticker).then(resp => {
  1695 |         assert.ok(is.object(resp));
> 1696 |         assert.ok(is.object(resp.sticker));
       |        ^ Assertion Roulette
  1697 |         stickerId = resp.sticker.file_id;
  1698 |       });
  1699 |     });"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 1703}","  1701 |       // Send the same photo as before
  1702 |       return bot.sendSticker(USERID, stickerId).then(resp => {
> 1703 |         assert.ok(is.object(resp));
       |        ^ Assertion Roulette
  1704 |         assert.ok(is.object(resp.sticker));
  1705 |       });
  1706 |     });"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 1704}","  1702 |       return bot.sendSticker(USERID, stickerId).then(resp => {
  1703 |         assert.ok(is.object(resp));
> 1704 |         assert.ok(is.object(resp.sticker));
       |        ^ Assertion Roulette
  1705 |       });
  1706 |     });
  1707 |     it('should send a sticker from fs.readStream', function test() {"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 1710}","  1708 |       const sticker = fs.createReadStream(`${__dirname}/data/sticker.webp`);
  1709 |       return bot.sendSticker(USERID, sticker).then(resp => {
> 1710 |         assert.ok(is.object(resp));
       |        ^ Assertion Roulette
  1711 |         assert.ok(is.object(resp.sticker));
  1712 |       });
  1713 |     });"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 1711}","  1709 |       return bot.sendSticker(USERID, sticker).then(resp => {
  1710 |         assert.ok(is.object(resp));
> 1711 |         assert.ok(is.object(resp.sticker));
       |        ^ Assertion Roulette
  1712 |       });
  1713 |     });
  1714 |     it('should send a sticker from request Stream', function test() {"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 1717}","  1715 |       const sticker = request(`${staticUrl}/sticker.webp`);
  1716 |       return bot.sendSticker(USERID, sticker).then(resp => {
> 1717 |         assert.ok(is.object(resp));
       |        ^ Assertion Roulette
  1718 |         assert.ok(is.object(resp.sticker));
  1719 |       });
  1720 |     });"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 1718}","  1716 |       return bot.sendSticker(USERID, sticker).then(resp => {
  1717 |         assert.ok(is.object(resp));
> 1718 |         assert.ok(is.object(resp.sticker));
       |        ^ Assertion Roulette
  1719 |       });
  1720 |     });
  1721 |     it('should send a sticker from a Buffer', function test() {"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 1724}","  1722 |       const sticker = fs.readFileSync(`${__dirname}/data/sticker.webp`);
  1723 |       return bot.sendSticker(USERID, sticker).then(resp => {
> 1724 |         assert.ok(is.object(resp));
       |        ^ Assertion Roulette
  1725 |         assert.ok(is.object(resp.sticker));
  1726 |       });
  1727 |     });"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 1725}","  1723 |       return bot.sendSticker(USERID, sticker).then(resp => {
  1724 |         assert.ok(is.object(resp));
> 1725 |         assert.ok(is.object(resp.sticker));
       |        ^ Assertion Roulette
  1726 |       });
  1727 |     });
  1728 |   });"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 1738}","  1736 |
  1737 |       bot.uploadStickerFile(USERID, sticker).then(resp => {
> 1738 |         assert.ok(is.object(resp));
       |        ^ Assertion Roulette
  1739 |         assert.ok(is.string(resp.file_id));
  1740 |       });
  1741 |     });"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 1739}","  1737 |       bot.uploadStickerFile(USERID, sticker).then(resp => {
  1738 |         assert.ok(is.object(resp));
> 1739 |         assert.ok(is.string(resp.file_id));
       |        ^ Assertion Roulette
  1740 |       });
  1741 |     });
  1742 |     // Other tests (eg. Buffer, URL) are skipped, because they rely on the same features as sendPhoto."
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 1767}","  1765 |     it('should get the sticker set given the name of the set', function test() {
  1766 |       return bot.getStickerSet(STICKER_SET_NAME).then(resp => {
> 1767 |         assert.ok(is.object(resp));
       |        ^ Assertion Roulette
  1768 |         assert.strictEqual(resp.name.toLowerCase(), STICKER_SET_NAME);
  1769 |         assert.ok(is.string(resp.title));
  1770 |         assert.ok(is.string(resp.sticker_type));"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 1768}","  1766 |       return bot.getStickerSet(STICKER_SET_NAME).then(resp => {
  1767 |         assert.ok(is.object(resp));
> 1768 |         assert.strictEqual(resp.name.toLowerCase(), STICKER_SET_NAME);
       |        ^ Assertion Roulette
  1769 |         assert.ok(is.string(resp.title));
  1770 |         assert.ok(is.string(resp.sticker_type));
  1771 |         assert.ok(is.array(resp.stickers));"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 1769}","  1767 |         assert.ok(is.object(resp));
  1768 |         assert.strictEqual(resp.name.toLowerCase(), STICKER_SET_NAME);
> 1769 |         assert.ok(is.string(resp.title));
       |        ^ Assertion Roulette
  1770 |         assert.ok(is.string(resp.sticker_type));
  1771 |         assert.ok(is.array(resp.stickers));
  1772 |       });"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 1770}","  1768 |         assert.strictEqual(resp.name.toLowerCase(), STICKER_SET_NAME);
  1769 |         assert.ok(is.string(resp.title));
> 1770 |         assert.ok(is.string(resp.sticker_type));
       |        ^ Assertion Roulette
  1771 |         assert.ok(is.array(resp.stickers));
  1772 |       });
  1773 |     });"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 1771}","  1769 |         assert.ok(is.string(resp.title));
  1770 |         assert.ok(is.string(resp.sticker_type));
> 1771 |         assert.ok(is.array(resp.stickers));
       |        ^ Assertion Roulette
  1772 |       });
  1773 |     });
  1774 |     // This test depends on the previous test createNewStickerSet"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 1779}","  1777 |       return bot.getStickerSet(stickerPackName).then(resp => {
  1778 |         STICKER_FILE_ID_FROM_SET = resp.stickers[0].file_id;
> 1779 |         assert.ok(is.object(resp));
       |        ^ Assertion Roulette
  1780 |         assert.strictEqual(resp.name.toLowerCase(), stickerPackName.toLowerCase());
  1781 |         assert.ok(is.string(resp.title));
  1782 |         assert.ok(is.string(resp.sticker_type));"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 1780}","  1778 |         STICKER_FILE_ID_FROM_SET = resp.stickers[0].file_id;
  1779 |         assert.ok(is.object(resp));
> 1780 |         assert.strictEqual(resp.name.toLowerCase(), stickerPackName.toLowerCase());
       |        ^ Assertion Roulette
  1781 |         assert.ok(is.string(resp.title));
  1782 |         assert.ok(is.string(resp.sticker_type));
  1783 |         assert.ok(is.array(resp.stickers));"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 1781}","  1779 |         assert.ok(is.object(resp));
  1780 |         assert.strictEqual(resp.name.toLowerCase(), stickerPackName.toLowerCase());
> 1781 |         assert.ok(is.string(resp.title));
       |        ^ Assertion Roulette
  1782 |         assert.ok(is.string(resp.sticker_type));
  1783 |         assert.ok(is.array(resp.stickers));
  1784 |       });"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 1782}","  1780 |         assert.strictEqual(resp.name.toLowerCase(), stickerPackName.toLowerCase());
  1781 |         assert.ok(is.string(resp.title));
> 1782 |         assert.ok(is.string(resp.sticker_type));
       |        ^ Assertion Roulette
  1783 |         assert.ok(is.array(resp.stickers));
  1784 |       });
  1785 |     });"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 1783}","  1781 |         assert.ok(is.string(resp.title));
  1782 |         assert.ok(is.string(resp.sticker_type));
> 1783 |         assert.ok(is.array(resp.stickers));
       |        ^ Assertion Roulette
  1784 |       });
  1785 |     });
  1786 |   });"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 1794}","  1792 |     it('should get the custom emoji stickers', function test() {
  1793 |       return bot.getCustomEmojiStickers([CHERRY_EMOJI_STICKERS_ID[0]]).then(resp => {
> 1794 |         assert.ok(is.array(resp));
       |        ^ Assertion Roulette
  1795 |         assert.ok(is.object(resp[0]));
  1796 |         assert.ok(is.string(resp[0].set_name) && resp[0].set_name === STICKER_EMOJI_SET_NAME);
  1797 |         assert.ok(resp[0].custom_emoji_id === CHERRY_EMOJI_STICKERS_ID[0]);"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 1795}","  1793 |       return bot.getCustomEmojiStickers([CHERRY_EMOJI_STICKERS_ID[0]]).then(resp => {
  1794 |         assert.ok(is.array(resp));
> 1795 |         assert.ok(is.object(resp[0]));
       |        ^ Assertion Roulette
  1796 |         assert.ok(is.string(resp[0].set_name) && resp[0].set_name === STICKER_EMOJI_SET_NAME);
  1797 |         assert.ok(resp[0].custom_emoji_id === CHERRY_EMOJI_STICKERS_ID[0]);
  1798 |       });"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 1796}","  1794 |         assert.ok(is.array(resp));
  1795 |         assert.ok(is.object(resp[0]));
> 1796 |         assert.ok(is.string(resp[0].set_name) && resp[0].set_name === STICKER_EMOJI_SET_NAME);
       |        ^ Assertion Roulette
  1797 |         assert.ok(resp[0].custom_emoji_id === CHERRY_EMOJI_STICKERS_ID[0]);
  1798 |       });
  1799 |     });"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 1797}","  1795 |         assert.ok(is.object(resp[0]));
  1796 |         assert.ok(is.string(resp[0].set_name) && resp[0].set_name === STICKER_EMOJI_SET_NAME);
> 1797 |         assert.ok(resp[0].custom_emoji_id === CHERRY_EMOJI_STICKERS_ID[0]);
       |        ^ Assertion Roulette
  1798 |       });
  1799 |     });
  1800 |     it('should get 2 custom emoji stickers', function test() {"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 1802}","  1800 |     it('should get 2 custom emoji stickers', function test() {
  1801 |       return bot.getCustomEmojiStickers(CHERRY_EMOJI_STICKERS_ID).then(resp => {
> 1802 |         assert.ok(is.array(resp) && resp.length === 2);
       |        ^ Assertion Roulette
  1803 |         assert.ok(is.object(resp[1]));
  1804 |         assert.ok(is.string(resp[1].set_name) && resp[1].set_name === STICKER_EMOJI_SET_NAME);
  1805 |         assert.ok(resp[1].custom_emoji_id === CHERRY_EMOJI_STICKERS_ID[1]);"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 1803}","  1801 |       return bot.getCustomEmojiStickers(CHERRY_EMOJI_STICKERS_ID).then(resp => {
  1802 |         assert.ok(is.array(resp) && resp.length === 2);
> 1803 |         assert.ok(is.object(resp[1]));
       |        ^ Assertion Roulette
  1804 |         assert.ok(is.string(resp[1].set_name) && resp[1].set_name === STICKER_EMOJI_SET_NAME);
  1805 |         assert.ok(resp[1].custom_emoji_id === CHERRY_EMOJI_STICKERS_ID[1]);
  1806 |       });"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 1804}","  1802 |         assert.ok(is.array(resp) && resp.length === 2);
  1803 |         assert.ok(is.object(resp[1]));
> 1804 |         assert.ok(is.string(resp[1].set_name) && resp[1].set_name === STICKER_EMOJI_SET_NAME);
       |        ^ Assertion Roulette
  1805 |         assert.ok(resp[1].custom_emoji_id === CHERRY_EMOJI_STICKERS_ID[1]);
  1806 |       });
  1807 |     });"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 1805}","  1803 |         assert.ok(is.object(resp[1]));
  1804 |         assert.ok(is.string(resp[1].set_name) && resp[1].set_name === STICKER_EMOJI_SET_NAME);
> 1805 |         assert.ok(resp[1].custom_emoji_id === CHERRY_EMOJI_STICKERS_ID[1]);
       |        ^ Assertion Roulette
  1806 |       });
  1807 |     });
  1808 |   });"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 6, 'line': 1873}","  1871 |
  1872 |     it('should set a emoji list for the given sticker', function test() {
> 1873 |       assert.ok(is.equal(STICKERS_FROM_BOT_SET[0].type, 'regular'));
       |      ^ Assertion Roulette
  1874 |
  1875 |       bot.setStickerEmojiList(STICKERS_FROM_BOT_SET[0].file_id, ['🥳', '😀', '😇']).then((resp) => {
  1876 |         assert.ok(is.boolean(resp));"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 1876}","  1874 |
  1875 |       bot.setStickerEmojiList(STICKERS_FROM_BOT_SET[0].file_id, ['🥳', '😀', '😇']).then((resp) => {
> 1876 |         assert.ok(is.boolean(resp));
       |        ^ Assertion Roulette
  1877 |       });
  1878 |     });
  1879 |   });"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 6, 'line': 1886}","  1884 |     });
  1885 |     it('should set a keywords list for the given sticker', function test() {
> 1886 |       assert.ok(is.equal(STICKERS_FROM_BOT_SET[0].type, 'regular'));
       |      ^ Assertion Roulette
  1887 |       bot.setStickerKeywords(STICKERS_FROM_BOT_SET[0].file_id, { keywords: ['house', 'cat'] }).then((resp) => {
  1888 |         assert.ok(is.boolean(resp));
  1889 |       });"
